author,published_at,updated_at,like_count,text
@Thdarkonex3,2023-03-18T19:39:20Z,2023-03-18T19:39:20Z,2,Jus relistened and yeah how can you like grunge and say that the lyrics in this album isn’t that great when Kurt cobain himself was saying Lyrics such as mosquito and etc . The problem is with critics is y’all contradict yourselfs a lot . Which is the issue in my personal opinion grunge music was always suppose to be abstract and a bit off putting but at the same time a vibe . It is the genre for chaos and emotions . Whether in anger or sadness . It jus seems to me fantano you don’t really know what you be talking about alot of times . And you’ve jus never had real depression or pain in your life to understand how raw this album was . Cudi was almost gone but he made this album to be able to live . I get you wanna talk about guitar tones and etc but the songs aren’t that bad in the slightest . This feels like the mos real grunge sounding album since the 90s . Now adays hardly anyone plays instruments . And music isn’t always about a certain formula . It’s about feeling .
@jackb.5182,2023-03-12T02:03:43Z,2023-03-12T02:03:43Z,2,cudis best album
@Kevzy7,2023-03-11T19:25:22Z,2023-03-11T19:25:22Z,2,Kid Cudi struggled with drugs and depression during the time the album came out which probably explains why this album was a monstrosity.
@Kevzy7,2023-03-11T19:18:17Z,2023-03-11T19:18:17Z,6,Speeding bullet 2 hell
@BABOAP,2023-03-09T14:54:11Z,2023-03-09T14:54:23Z,9,Machine Gun Kelly got a higher score than this😭😭😭
@bruh......2005,2023-02-20T22:27:17Z,2023-02-20T22:27:17Z,2,"This review is still funny till this day, but the album has definetly grown on me alot ngl. And I&#39;m glad I ain&#39;t the only one from looking at some recent comments."
@ericksantoscruz2951,2023-02-18T21:23:07Z,2023-02-18T21:23:07Z,2,I guess you don&#39;t smoke dope like Kid Cudi
@abrahamlincoln1600,2023-02-14T17:19:21Z,2023-02-14T17:19:21Z,4,"Am I the only one that oddly found a couple of the demo songs more enjoyable, than the actual main part of the album?"
@hasanz7585,2023-02-09T05:12:17Z,2023-02-09T05:12:17Z,5,"As badly put together as this album is, there are a few highlights for me, some of the tracks here really do capture the feeling of intense depression"
@itstristanwells,2023-01-31T08:26:57Z,2023-01-31T08:26:57Z,7,i rate this album review video a 0/10
@moomootheocelot,2023-01-20T03:02:39Z,2023-01-20T03:02:39Z,1,The Pete &amp; Pete vinyl is so cool
@conors8117,2023-01-14T05:42:26Z,2023-01-14T05:42:26Z,19,His &quot;0&quot; reviews are so funny because he sounds legitimately offended by the music
@Hideotic,2023-01-12T19:47:14Z,2023-01-12T19:47:14Z,1,What’s wrong with hair-cake and cornerstones?
@Hideotic,2023-01-11T15:09:53Z,2023-01-11T15:09:53Z,1,The teacher is you dude
@bumboy5348,2023-01-09T06:00:37Z,2023-01-09T06:00:37Z,8,This album is great. Fuck you fantano
@PubeHairForestFire,2023-01-08T18:37:10Z,2023-01-08T18:37:10Z,3,"I really love SBTH, THE WHOLE THING including the skits(i can understand the skit hate). I dislike 1 song only which is the acoustic version of the album title song. I don&#39;t dislike the album length but a really long deluxe version should&#39;ve  happened. I love SBTH but  if I HATED it I would score it at least a 3.4 . 0 is a bit extreme. I would agree its boring AS FUCK if unrelatable. I would assume it&#39;s impossible to like/relate to EVERY song unless you have been in that same headspace &amp; I definitely have been &amp; can relate 100%. If you&#39;ve never been (((extremely))) suicidal for a (really) long time I could understand liking half the album or almost none of it. There&#39;s definitely people that 100% relate  but still hate it tho. At least a 3 if I hated it definitely not a 0. I couldn&#39;t believe anyone who likes this album has a horrible taste in music. Bad music tastes do exist but There&#39;s A LOT of horrendus albums that are beyond worse in comparison. SBTH has many haters, but also has a MASSIVE amount of fans. So if a MASSIVE fan base exists then cudis mission was acomplished very well. Im  not a cringy hate my life edge-lord fake depressed person, I can genuinely relate to SBTH as a 27 year old."
@MisterQuasar,2023-01-08T05:33:14Z,2023-01-08T05:33:14Z,5,Desperate need of a Redux
@AddyWakeUp,2022-12-30T18:33:01Z,2022-12-30T18:33:01Z,3,My favorite album of all time
@mikuaua,2022-12-17T17:29:59Z,2022-12-17T17:29:59Z,267,I love this album.. it&#39;s so raw. It definitely becomes better when you&#39;re at your lowest.
@brendan594,2022-12-17T06:51:03Z,2022-12-17T06:51:03Z,2,It’s funny that Cudi did a full 180 from SB2H to PPDS then to KSG
@brendan594,2022-12-17T06:49:39Z,2022-12-17T06:49:39Z,4,This is one of those albums that you’ll only like if you’re at ur lowest
@brendan594,2022-12-17T06:36:39Z,2022-12-17T06:36:39Z,57,"I can understand why people don’t like this album, but personally, it has grown on me mainly bc u can feel the raw emotion that Cudi expresses"
@pixelperfect1729,2022-12-14T03:49:49Z,2022-12-14T03:49:49Z,1,This review is the equivalent of a rage quit.
@stop.,2022-12-10T12:53:57Z,2022-12-10T12:53:57Z,0,cal had a point honestly
@alyonamikhajlova8318,2022-11-29T11:25:19Z,2022-11-29T11:25:19Z,5,"I&#39;ve never listened to him before, but I found out about the album in the video &quot;its so bad, which so good&quot;. I love this album from start to finish. I even got myself a tattoo with the name of the song."
@PanicJackShow,2022-11-28T14:36:28Z,2022-11-28T14:36:28Z,2,I love this album.
@stevendarst3251,2022-11-24T22:53:52Z,2022-11-24T22:53:52Z,6,I love this album I wish he&#39;d make more music like this. If anyone knows something similar let me know
