author,published_at,updated_at,like_count,text
@yfi62dortoh,2021-11-05T07:22:37Z,2021-11-05T07:22:37Z,12,Who’s here after seeing “worlds strong 5” on the big screen on the nurture tour. This fan base will never let that down 😂
@emonom2014,2021-10-28T14:06:16Z,2021-10-28T14:06:29Z,4,Good thing fantano wore the same shirt for 7 years
@Coolio_Ash,2021-10-22T21:07:33Z,2021-10-22T21:07:33Z,0,Wow he called it this generations &quot;Discovery&quot; wow
@chris-zd9sr,2021-10-22T18:58:20Z,2021-10-22T18:58:20Z,6,Nuture&gt;worlds....nostalgia cant redeem itself
@rylander2002,2021-10-18T16:34:08Z,2021-10-18T16:34:08Z,2,&quot;the &#39;Discovery&#39; of this generation&quot;<br><br>now that is a compliment
@introvertedrobot3134,2021-10-15T10:11:44Z,2021-10-15T10:11:44Z,1,Yeeeeeeeeesss
@noneusageatall336,2021-10-10T15:41:37Z,2021-10-10T15:41:37Z,7,Mirror is one of the most gorgeous songs I&#39;ve heard in a couple of years.
@jacoboros9647,2021-10-08T22:04:51Z,2021-10-08T22:04:51Z,2,"Given that I loved Dullscythe, this is easily a 9 for me."
@enlightenedsoul8897,2021-09-28T19:07:47Z,2021-09-28T19:07:47Z,3,Better then Worlds
@yourboylads9626,2021-09-26T18:40:57Z,2021-09-26T18:40:57Z,0,this does put a smile on my face
@jay-virm,2021-09-26T07:53:23Z,2021-09-26T07:53:23Z,5,Congrats on the cameo.
@SunDanceMUSiCch,2021-09-25T14:18:57Z,2021-09-25T14:18:57Z,0,Aimer - &quot;daydream&quot; album PLEASE...🥺
@swapnilyadav5492,2021-09-24T12:55:17Z,2021-09-24T12:55:17Z,1,&quot;Some Artificial Intelligence having a religious experience.&quot; Damn Melon you good ?
@ai5563,2021-09-23T10:54:29Z,2021-09-23T10:54:29Z,0,"When I find myself feeling sad or down, I watch this review."
@kablooey2369,2021-09-23T01:33:44Z,2021-09-23T01:33:44Z,2,"I agree that nurture is better than worlds overall. Worlds has a few very good tracks though, namely goodbye to a world as an example."
@bigtimebusinessman8978,2021-09-21T11:49:58Z,2021-09-21T11:49:58Z,1,HOW IS DULLSCYTHE UR LEAST FAVORITE WHAT
@slenderman8170,2021-09-21T03:50:52Z,2021-09-21T03:50:52Z,1,This a 10 melonboy
