author,published_at,updated_at,like_count,text
@hwainjie,2022-01-20T02:04:11Z,2022-01-20T02:04:11Z,0,the &#39;&#39;please don&#39;t cry&#39;&#39; at the end hits hard on this one..
@dre4772,2022-01-19T18:13:40Z,2022-01-19T18:13:40Z,0,Fantano always finds a way to speak so detailed about these albums. For me I woulda probably said “this is ayt” “this is cool” “not a fan” etc.
@yhtaro,2022-01-12T01:25:09Z,2022-01-12T01:25:09Z,1,"first time listening to good news i thought it was sad, but nothing too bad. first time i saw the music video i broke."
@stephenchesser4435,2022-01-11T09:08:47Z,2022-01-11T09:08:47Z,1,YOU GIVE CIRCLE AN 8 AND SWIMMING A 3 FOH
@CommentBlewUp,2021-12-27T09:03:13Z,2021-12-27T09:03:13Z,0,this was the best final album anyone could ever produce
@lucasphillips2177,2021-12-22T05:00:47Z,2021-12-22T05:00:47Z,0,"I hate to say this but if Mac Miller was still alive I don&#39;t think fantano would have liked this one. Not that I care, but The Divine Feminine and Swimming are both masterpieces and he hated both,"
@yendorsaphura,2021-12-09T16:05:31Z,2022-01-18T19:51:19Z,2,"In My Opinion: Circles: 10/10<br><br>Fav Tracks: Circles, Complicated, Blue World, Good News, I Can See, Everybody, Woods, Hand Me Downs, That&#39;s On Me, Hands, Surf, Once A Day<br><br>This feels like catharsis, like a hug from Mac saying that everything is gonna be ok, don&#39;t feel sad that he&#39;s gone, be happy that he was here. 😢"
@YungBuckTheLabrat,2021-12-06T02:44:17Z,2021-12-06T02:44:17Z,0,"Just gave this album a listen and all I can say is Wow. Might be a 10/10 for me, But and eight seems fair. Gonna definitely revisit this album, its a masterpiece"
@JustSeb825825_p4ssw0rd,2021-12-05T05:24:26Z,2021-12-05T05:24:26Z,0,"i really thought you might like Surf, in my opinion one of the best tracks, absolutely beautiful and at ease."
@maad1670,2021-11-23T07:15:02Z,2021-11-23T07:15:02Z,0,top 10 anime redemptions
@ovas2970,2021-11-17T03:00:07Z,2021-11-17T03:00:07Z,0,"Completely disagree, surf was nearly perfect"
